date,sound_level.value
11/27/2025 5:08:08.612000000 PM,2
11/27/2025 5:08:08.727000000 PM,2
11/27/2025 5:08:08.841000000 PM,3
11/27/2025 5:08:08.952000000 PM,2
11/27/2025 5:08:09.063000000 PM,3
11/27/2025 5:08:09.177000000 PM,3
11/27/2025 5:08:09.288000000 PM,2
11/27/2025 5:08:09.399000000 PM,3
11/27/2025 5:08:09.513000000 PM,4
11/27/2025 5:08:09.624000000 PM,3
11/27/2025 5:08:09.739000000 PM,12
11/27/2025 5:08:09.853000000 PM,12
11/27/2025 5:08:09.964000000 PM,11
11/27/2025 5:08:10.079000000 PM,32
11/27/2025 5:08:10.189000000 PM,4
11/27/2025 5:08:10.300000000 PM,4
11/27/2025 5:08:10.414000000 PM,2
11/27/2025 5:08:10.525000000 PM,3
11/27/2025 5:08:10.640000000 PM,3
11/27/2025 5:08:10.750000000 PM,3
11/27/2025 5:08:10.865000000 PM,4
11/27/2025 5:08:10.976000000 PM,4
11/27/2025 5:08:11.086000000 PM,3
11/27/2025 5:08:11.201000000 PM,3
11/27/2025 5:08:11.313000000 PM,3
11/27/2025 5:08:11.426000000 PM,3
11/27/2025 5:08:11.537000000 PM,2
11/27/2025 5:08:11.651000000 PM,3
11/27/2025 5:08:11.762000000 PM,3
11/27/2025 5:08:11.877000000 PM,3
11/27/2025 5:08:11.987000000 PM,3
11/27/2025 5:08:12.102000000 PM,3
11/27/2025 5:08:12.213000000 PM,3
11/27/2025 5:08:12.327000000 PM,2
11/27/2025 5:08:12.438000000 PM,2
11/27/2025 5:08:12.553000000 PM,3
11/27/2025 5:08:12.663000000 PM,2
11/27/2025 5:08:12.774000000 PM,2
11/27/2025 5:08:12.888000000 PM,3
11/27/2025 5:08:12.999000000 PM,3
11/27/2025 5:08:13.114000000 PM,2
11/27/2025 5:08:13.224000000 PM,3
11/27/2025 5:08:13.339000000 PM,2
11/27/2025 5:08:13.450000000 PM,2
11/27/2025 5:08:13.564000000 PM,2
11/27/2025 5:08:13.677000000 PM,8
11/27/2025 5:08:13.790000000 PM,3
11/27/2025 5:08:13.900000000 PM,3
11/27/2025 5:08:14.015000000 PM,4
11/27/2025 5:08:14.125000000 PM,4
11/27/2025 5:08:14.236000000 PM,4
11/27/2025 5:08:14.351000000 PM,3
11/27/2025 5:08:14.461000000 PM,2
11/27/2025 5:08:14.576000000 PM,3
11/27/2025 5:08:14.687000000 PM,4
11/27/2025 5:08:14.801000000 PM,2
11/27/2025 5:08:14.912000000 PM,3
11/27/2025 5:08:15.026000000 PM,3
11/27/2025 5:08:15.137000000 PM,2
11/27/2025 5:08:15.253000000 PM,10
11/27/2025 5:08:15.362000000 PM,4
11/27/2025 5:08:15.477000000 PM,2
11/27/2025 5:08:15.588000000 PM,2
11/27/2025 5:08:15.702000000 PM,3
11/27/2025 5:08:15.813000000 PM,4
11/27/2025 5:08:15.924000000 PM,3
11/27/2025 5:08:16.038000000 PM,2
11/27/2025 5:08:16.149000000 PM,3
11/27/2025 5:08:16.263000000 PM,2
11/27/2025 5:08:16.374000000 PM,3
11/27/2025 5:08:16.489000000 PM,2
11/27/2025 5:08:16.599000000 PM,2
11/27/2025 5:08:16.716000000 PM,3
11/27/2025 5:08:16.825000000 PM,3
11/27/2025 5:08:16.939000000 PM,3
11/27/2025 5:08:17.050000000 PM,4
11/27/2025 5:08:17.165000000 PM,3
11/27/2025 5:08:17.275000000 PM,3
11/27/2025 5:08:17.390000000 PM,3
11/27/2025 5:08:17.500000000 PM,3
11/27/2025 5:08:17.611000000 PM,3
11/27/2025 5:08:17.726000000 PM,3
11/27/2025 5:08:17.836000000 PM,3
11/27/2025 5:08:17.951000000 PM,3
11/27/2025 5:08:18.062000000 PM,4
11/27/2025 5:08:18.176000000 PM,3
11/27/2025 5:08:18.287000000 PM,3
11/27/2025 5:08:18.401000000 PM,3
11/27/2025 5:08:18.512000000 PM,3
11/27/2025 5:08:18.627000000 PM,3
11/27/2025 5:08:18.737000000 PM,2
11/27/2025 5:08:18.852000000 PM,3
11/27/2025 5:08:18.963000000 PM,4
11/27/2025 5:08:19.073000000 PM,6
11/27/2025 5:08:19.188000000 PM,3
11/27/2025 5:08:19.300000000 PM,3
11/27/2025 5:08:19.413000000 PM,7
11/27/2025 5:08:19.524000000 PM,3
11/27/2025 5:08:19.638000000 PM,4
11/27/2025 5:08:19.749000000 PM,5
11/27/2025 5:08:19.864000000 PM,4
11/27/2025 5:08:19.974000000 PM,3
11/27/2025 5:08:20.089000000 PM,4
11/27/2025 5:08:20.200000000 PM,3
11/27/2025 5:08:20.317000000 PM,3
11/27/2025 5:08:20.425000000 PM,4
11/27/2025 5:08:20.535000000 PM,3
11/27/2025 5:08:20.650000000 PM,3
11/27/2025 5:08:20.761000000 PM,5
11/27/2025 5:08:20.875000000 PM,3
11/27/2025 5:08:20.986000000 PM,3
11/27/2025 5:08:21.101000000 PM,4
11/27/2025 5:08:21.214000000 PM,4
11/27/2025 5:08:21.327000000 PM,4
11/27/2025 5:08:21.436000000 PM,3
11/27/2025 5:08:21.553000000 PM,3
11/27/2025 5:08:21.662000000 PM,3
11/27/2025 5:08:21.776000000 PM,3
11/27/2025 5:08:21.889000000 PM,4
11/27/2025 5:08:22.002000000 PM,4
11/27/2025 5:08:22.113000000 PM,3
11/27/2025 5:08:22.223000000 PM,3
11/27/2025 5:08:22.338000000 PM,3
11/27/2025 5:08:22.448000000 PM,3
11/27/2025 5:08:22.563000000 PM,3
11/27/2025 5:08:22.673000000 PM,3
11/27/2025 5:08:22.788000000 PM,3
11/27/2025 5:08:22.899000000 PM,3
11/27/2025 5:08:23.013000000 PM,3
11/27/2025 5:08:23.124000000 PM,3
11/27/2025 5:08:23.239000000 PM,4
11/27/2025 5:08:23.349000000 PM,3
11/27/2025 5:08:23.464000000 PM,3
11/27/2025 5:08:23.575000000 PM,4
11/27/2025 5:08:23.685000000 PM,4
11/27/2025 5:08:23.800000000 PM,3
11/27/2025 5:08:23.910000000 PM,5
11/27/2025 5:08:24.026000000 PM,3
11/27/2025 5:08:24.136000000 PM,3
11/27/2025 5:08:24.250000000 PM,3
11/27/2025 5:08:24.361000000 PM,3
11/27/2025 5:08:24.476000000 PM,4
11/27/2025 5:08:24.586000000 PM,3
11/27/2025 5:08:24.701000000 PM,5
11/27/2025 5:08:24.811000000 PM,3
11/27/2025 5:08:24.926000000 PM,2
11/27/2025 5:08:25.037000000 PM,3
11/27/2025 5:08:25.151000000 PM,4
11/27/2025 5:08:25.262000000 PM,3
11/27/2025 5:08:25.373000000 PM,6
11/27/2025 5:08:25.487000000 PM,3
11/27/2025 5:08:25.598000000 PM,2
11/27/2025 5:08:25.712000000 PM,4
11/27/2025 5:08:25.823000000 PM,3
11/27/2025 5:08:25.938000000 PM,3
11/27/2025 5:08:26.048000000 PM,3
11/27/2025 5:08:26.163000000 PM,4
11/27/2025 5:08:26.274000000 PM,3
11/27/2025 5:08:26.388000000 PM,4
11/27/2025 5:08:26.499000000 PM,4
11/27/2025 5:08:26.613000000 PM,3
11/27/2025 5:08:26.724000000 PM,3
11/27/2025 5:08:26.835000000 PM,3
11/27/2025 5:08:26.949000000 PM,3
11/27/2025 5:08:27.060000000 PM,4
11/27/2025 5:08:27.175000000 PM,3
11/27/2025 5:08:27.285000000 PM,3
11/27/2025 5:08:27.400000000 PM,4
11/27/2025 5:08:27.511000000 PM,3
11/27/2025 5:08:27.625000000 PM,3
11/27/2025 5:08:27.736000000 PM,3
11/27/2025 5:08:27.850000000 PM,3
11/27/2025 5:08:27.961000000 PM,3
11/27/2025 5:08:28.076000000 PM,4
11/27/2025 5:08:28.186000000 PM,3
11/27/2025 5:08:28.301000000 PM,4
11/27/2025 5:08:28.412000000 PM,3
11/27/2025 5:08:28.522000000 PM,4
11/27/2025 5:08:28.637000000 PM,3
11/27/2025 5:08:28.748000000 PM,3
11/27/2025 5:08:28.862000000 PM,3
11/27/2025 5:08:28.973000000 PM,3
11/27/2025 5:08:29.087000000 PM,4
11/27/2025 5:08:29.198000000 PM,3
11/27/2025 5:08:29.313000000 PM,3
11/27/2025 5:08:29.423000000 PM,3
11/27/2025 5:08:29.538000000 PM,2
11/27/2025 5:08:29.649000000 PM,4
11/27/2025 5:08:29.763000000 PM,3
11/27/2025 5:08:29.874000000 PM,4
11/27/2025 5:08:29.984000000 PM,3
11/27/2025 5:08:30.099000000 PM,4
11/27/2025 5:08:30.210000000 PM,4
11/27/2025 5:08:30.324000000 PM,3
11/27/2025 5:08:30.435000000 PM,3
11/27/2025 5:08:30.550000000 PM,15
11/27/2025 5:08:30.661000000 PM,3
11/27/2025 5:08:30.775000000 PM,4
11/27/2025 5:08:30.886000000 PM,3
11/27/2025 5:08:31.000000000 PM,4
11/27/2025 5:08:31.111000000 PM,4
11/27/2025 5:08:31.225000000 PM,3
11/27/2025 5:08:31.336000000 PM,3
11/27/2025 5:08:31.451000000 PM,4
11/27/2025 5:08:31.561000000 PM,28
11/27/2025 5:08:31.672000000 PM,4
11/27/2025 5:08:31.786000000 PM,3
11/27/2025 5:08:31.901000000 PM,20
11/27/2025 5:08:32.012000000 PM,3
11/27/2025 5:08:32.122000000 PM,5
11/27/2025 5:08:32.237000000 PM,3
11/27/2025 5:08:32.348000000 PM,3
11/27/2025 5:08:32.462000000 PM,3
11/27/2025 5:08:32.573000000 PM,3
11/27/2025 5:08:32.687000000 PM,4
11/27/2025 5:08:32.798000000 PM,4
11/27/2025 5:08:32.913000000 PM,3
11/27/2025 5:08:33.023000000 PM,3
11/27/2025 5:08:33.138000000 PM,4
11/27/2025 5:08:33.249000000 PM,4
11/27/2025 5:08:33.359000000 PM,3
11/27/2025 5:08:33.474000000 PM,3
11/27/2025 5:08:33.584000000 PM,3
11/27/2025 5:08:33.699000000 PM,3
11/27/2025 5:08:33.810000000 PM,4
11/27/2025 5:08:33.924000000 PM,3
11/27/2025 5:08:34.035000000 PM,3
11/27/2025 5:08:34.150000000 PM,3
11/27/2025 5:08:34.260000000 PM,3
11/27/2025 5:08:34.375000000 PM,3
11/27/2025 5:08:34.486000000 PM,3
11/27/2025 5:08:34.600000000 PM,3
11/27/2025 5:08:34.711000000 PM,4
11/27/2025 5:08:34.821000000 PM,3
11/27/2025 5:08:34.936000000 PM,4
11/27/2025 5:08:35.047000000 PM,3
11/27/2025 5:08:35.161000000 PM,4
11/27/2025 5:08:35.272000000 PM,3
11/27/2025 5:08:35.387000000 PM,4
11/27/2025 5:08:35.498000000 PM,4
11/27/2025 5:08:35.612000000 PM,3
11/27/2025 5:08:35.722000000 PM,3
11/27/2025 5:08:35.837000000 PM,4
11/27/2025 5:08:35.948000000 PM,4
11/27/2025 5:08:36.062000000 PM,3
11/27/2025 5:08:36.173000000 PM,3
11/27/2025 5:08:36.289000000 PM,3
11/27/2025 5:08:36.398000000 PM,3
11/27/2025 5:08:36.509000000 PM,3
11/27/2025 5:08:36.623000000 PM,4
11/27/2025 5:08:36.734000000 PM,3
11/27/2025 5:08:36.849000000 PM,5
11/27/2025 5:08:36.959000000 PM,3
11/27/2025 5:08:37.074000000 PM,4
11/27/2025 5:08:37.185000000 PM,3
11/27/2025 5:08:37.299000000 PM,3
11/27/2025 5:08:37.410000000 PM,3
11/27/2025 5:08:37.525000000 PM,3
11/27/2025 5:08:37.635000000 PM,3
11/27/2025 5:08:37.750000000 PM,3
11/27/2025 5:08:37.860000000 PM,4
11/27/2025 5:08:37.972000000 PM,3
11/27/2025 5:08:38.086000000 PM,3
11/27/2025 5:08:38.196000000 PM,3
11/27/2025 5:08:38.311000000 PM,3
11/27/2025 5:08:38.421000000 PM,3
11/27/2025 5:08:38.536000000 PM,3
11/27/2025 5:08:38.647000000 PM,3
11/27/2025 5:08:38.761000000 PM,3
11/27/2025 5:08:38.872000000 PM,3
11/27/2025 5:08:38.987000000 PM,4
11/27/2025 5:08:39.097000000 PM,4
11/27/2025 5:08:39.212000000 PM,3
11/27/2025 5:08:39.324000000 PM,4
11/27/2025 5:08:39.437000000 PM,3
11/27/2025 5:08:39.548000000 PM,4
11/27/2025 5:08:39.658000000 PM,4
11/27/2025 5:08:39.773000000 PM,4
11/27/2025 5:08:39.884000000 PM,2
11/27/2025 5:08:39.998000000 PM,3
11/27/2025 5:08:40.109000000 PM,3
11/27/2025 5:08:40.223000000 PM,4
11/27/2025 5:08:40.334000000 PM,3
11/27/2025 5:08:40.449000000 PM,3
11/27/2025 5:08:40.559000000 PM,3
11/27/2025 5:08:40.674000000 PM,4
11/27/2025 5:08:40.785000000 PM,25
11/27/2025 5:08:40.899000000 PM,4
11/27/2025 5:08:41.010000000 PM,3
11/27/2025 5:08:41.120000000 PM,4
11/27/2025 5:08:41.235000000 PM,3
11/27/2025 5:08:41.346000000 PM,4
11/27/2025 5:08:41.460000000 PM,3
11/27/2025 5:08:41.571000000 PM,3
11/27/2025 5:08:41.686000000 PM,3
11/27/2025 5:08:41.796000000 PM,4
11/27/2025 5:08:41.911000000 PM,3
11/27/2025 5:08:42.021000000 PM,5
11/27/2025 5:08:42.136000000 PM,5
11/27/2025 5:08:42.247000000 PM,6
11/27/2025 5:08:42.361000000 PM,5
11/27/2025 5:08:42.472000000 PM,5
11/27/2025 5:08:42.587000000 PM,6
11/27/2025 5:08:42.697000000 PM,5
11/27/2025 5:08:42.808000000 PM,7
11/27/2025 5:08:42.922000000 PM,4
11/27/2025 5:08:43.033000000 PM,5
11/27/2025 5:08:43.148000000 PM,4
11/27/2025 5:08:43.258000000 PM,5
11/27/2025 5:08:43.373000000 PM,5
11/27/2025 5:08:43.484000000 PM,5
11/27/2025 5:08:43.598000000 PM,6
11/27/2025 5:08:43.709000000 PM,7
11/27/2025 5:08:43.823000000 PM,5
11/27/2025 5:08:43.934000000 PM,5
11/27/2025 5:08:44.049000000 PM,5
11/27/2025 5:08:44.159000000 PM,5
11/27/2025 5:08:44.270000000 PM,6
11/27/2025 5:08:44.385000000 PM,6
11/27/2025 5:08:44.495000000 PM,5
11/27/2025 5:08:44.610000000 PM,3
11/27/2025 5:08:44.720000000 PM,3
11/27/2025 5:08:44.835000000 PM,2
11/27/2025 5:08:44.946000000 PM,3
11/27/2025 5:08:45.060000000 PM,3
11/27/2025 5:08:45.171000000 PM,3
11/27/2025 5:08:45.286000000 PM,2
11/27/2025 5:08:45.396000000 PM,2
11/27/2025 5:08:45.511000000 PM,3
11/27/2025 5:08:45.622000000 PM,3
11/27/2025 5:08:45.736000000 PM,3
11/27/2025 5:08:45.847000000 PM,3
11/27/2025 5:08:45.957000000 PM,3
11/27/2025 5:08:46.072000000 PM,3
11/27/2025 5:08:46.183000000 PM,3
11/27/2025 5:08:46.297000000 PM,3
11/27/2025 5:08:46.408000000 PM,2
11/27/2025 5:08:46.522000000 PM,4
11/27/2025 5:08:46.633000000 PM,2
11/27/2025 5:08:46.748000000 PM,2
11/27/2025 5:08:46.858000000 PM,3
11/27/2025 5:08:46.973000000 PM,2
11/27/2025 5:08:47.084000000 PM,2
11/27/2025 5:08:47.198000000 PM,2
11/27/2025 5:08:47.309000000 PM,3
11/27/2025 5:08:47.419000000 PM,2
11/27/2025 5:08:47.534000000 PM,2
11/27/2025 5:08:47.645000000 PM,3
11/27/2025 5:08:47.759000000 PM,3
11/27/2025 5:08:47.870000000 PM,3
11/27/2025 5:08:47.985000000 PM,4
11/27/2025 5:08:48.095000000 PM,2
11/27/2025 5:08:48.210000000 PM,3
11/27/2025 5:08:48.320000000 PM,3
11/27/2025 5:08:48.435000000 PM,2
11/27/2025 5:08:48.546000000 PM,3
11/27/2025 5:08:48.660000000 PM,3
11/27/2025 5:08:48.771000000 PM,3
11/27/2025 5:08:48.882000000 PM,3
11/27/2025 5:08:48.996000000 PM,3
11/27/2025 5:08:49.107000000 PM,2
11/27/2025 5:08:49.222000000 PM,2
11/27/2025 5:08:49.332000000 PM,3
11/27/2025 5:08:49.447000000 PM,3
11/27/2025 5:08:49.557000000 PM,3
11/27/2025 5:08:49.672000000 PM,3
11/27/2025 5:08:49.783000000 PM,3
11/27/2025 5:08:49.897000000 PM,3
11/27/2025 5:08:50.009000000 PM,3
11/27/2025 5:08:50.122000000 PM,3
11/27/2025 5:08:50.233000000 PM,2
11/27/2025 5:08:50.348000000 PM,2
11/27/2025 5:08:50.458000000 PM,3
11/27/2025 5:08:50.569000000 PM,3
11/27/2025 5:08:50.684000000 PM,3
11/27/2025 5:08:50.794000000 PM,2
11/27/2025 5:08:50.909000000 PM,2
11/27/2025 5:08:51.019000000 PM,3
11/27/2025 5:08:51.134000000 PM,3
11/27/2025 5:08:51.245000000 PM,3
11/27/2025 5:08:51.359000000 PM,2
11/27/2025 5:08:51.470000000 PM,3
11/27/2025 5:08:51.585000000 PM,2
11/27/2025 5:08:51.695000000 PM,3
11/27/2025 5:08:51.810000000 PM,2
11/27/2025 5:08:51.920000000 PM,3
11/27/2025 5:08:52.031000000 PM,2
11/27/2025 5:08:52.146000000 PM,3
11/27/2025 5:08:52.256000000 PM,2
11/27/2025 5:08:52.371000000 PM,2
11/27/2025 5:08:52.482000000 PM,3
11/27/2025 5:08:52.596000000 PM,3
11/27/2025 5:08:52.707000000 PM,2
11/27/2025 5:08:52.821000000 PM,3
11/27/2025 5:08:52.932000000 PM,2
11/27/2025 5:08:53.047000000 PM,3
11/27/2025 5:08:53.157000000 PM,3
11/27/2025 5:08:53.272000000 PM,3
11/27/2025 5:08:53.383000000 PM,4
11/27/2025 5:08:53.497000000 PM,3
11/27/2025 5:08:53.608000000 PM,3
11/27/2025 5:08:53.718000000 PM,3
11/27/2025 5:08:53.833000000 PM,3
11/27/2025 5:08:53.944000000 PM,3
11/27/2025 5:08:54.058000000 PM,3
11/27/2025 5:08:54.169000000 PM,3
11/27/2025 5:08:54.283000000 PM,3
11/27/2025 5:08:54.394000000 PM,3
11/27/2025 5:08:54.509000000 PM,3
11/27/2025 5:08:54.619000000 PM,3
11/27/2025 5:08:54.734000000 PM,3
11/27/2025 5:08:54.845000000 PM,3
11/27/2025 5:08:54.959000000 PM,2
11/27/2025 5:08:55.070000000 PM,3
11/27/2025 5:08:55.180000000 PM,3
11/27/2025 5:08:55.295000000 PM,3
11/27/2025 5:08:55.406000000 PM,3
11/27/2025 5:08:55.520000000 PM,2
11/27/2025 5:08:55.631000000 PM,3
11/27/2025 5:08:55.746000000 PM,2
11/27/2025 5:08:55.856000000 PM,3
11/27/2025 5:08:55.971000000 PM,2
11/27/2025 5:08:56.081000000 PM,3
11/27/2025 5:08:56.196000000 PM,4
11/27/2025 5:08:56.307000000 PM,3
11/27/2025 5:08:56.421000000 PM,3
11/27/2025 5:08:56.532000000 PM,3
11/27/2025 5:08:56.647000000 PM,3
11/27/2025 5:08:56.757000000 PM,3
11/27/2025 5:08:56.868000000 PM,3
11/27/2025 5:08:56.982000000 PM,3
11/27/2025 5:08:57.093000000 PM,3
11/27/2025 5:08:57.208000000 PM,3
11/27/2025 5:08:57.318000000 PM,3
11/27/2025 5:08:57.433000000 PM,3
11/27/2025 5:08:57.544000000 PM,2
11/27/2025 5:08:57.658000000 PM,3
11/27/2025 5:08:57.769000000 PM,2
11/27/2025 5:08:57.883000000 PM,2
11/27/2025 5:08:57.994000000 PM,3
11/27/2025 5:08:58.109000000 PM,2
11/27/2025 5:08:58.219000000 PM,3
11/27/2025 5:08:58.330000000 PM,3
11/27/2025 5:08:58.445000000 PM,3
11/27/2025 5:08:58.555000000 PM,3
11/27/2025 5:08:58.670000000 PM,2
11/27/2025 5:08:58.780000000 PM,3
11/27/2025 5:08:58.895000000 PM,3
11/27/2025 5:08:59.006000000 PM,3
11/27/2025 5:08:59.120000000 PM,3
11/27/2025 5:08:59.231000000 PM,2
11/27/2025 5:08:59.345000000 PM,3
11/27/2025 5:08:59.456000000 PM,3
11/27/2025 5:08:59.571000000 PM,3
11/27/2025 5:08:59.681000000 PM,3
11/27/2025 5:08:59.796000000 PM,3
11/27/2025 5:08:59.907000000 PM,3
11/27/2025 5:09:00.017000000 PM,3
11/27/2025 5:09:00.132000000 PM,3
11/27/2025 5:09:00.242000000 PM,3
11/27/2025 5:09:00.357000000 PM,3
11/27/2025 5:09:00.468000000 PM,3
11/27/2025 5:09:00.582000000 PM,3
11/27/2025 5:09:00.693000000 PM,3
11/27/2025 5:09:00.808000000 PM,2
11/27/2025 5:09:00.918000000 PM,3
11/27/2025 5:09:01.033000000 PM,3
11/27/2025 5:09:01.143000000 PM,3
11/27/2025 5:09:01.258000000 PM,3
11/27/2025 5:09:01.369000000 PM,3
11/27/2025 5:09:01.479000000 PM,3
11/27/2025 5:09:01.594000000 PM,3
11/27/2025 5:09:01.705000000 PM,3
11/27/2025 5:09:01.819000000 PM,3
11/27/2025 5:09:01.930000000 PM,3
11/27/2025 5:09:02.044000000 PM,3
11/27/2025 5:09:02.155000000 PM,3
11/27/2025 5:09:02.270000000 PM,3
11/27/2025 5:09:02.380000000 PM,3
11/27/2025 5:09:02.495000000 PM,3
11/27/2025 5:09:02.606000000 PM,4
11/27/2025 5:09:02.720000000 PM,3
11/27/2025 5:09:02.831000000 PM,3
11/27/2025 5:09:02.945000000 PM,3
11/27/2025 5:09:03.056000000 PM,3
11/27/2025 5:09:03.167000000 PM,3
11/27/2025 5:09:03.281000000 PM,3
11/27/2025 5:09:03.392000000 PM,3
11/27/2025 5:09:03.507000000 PM,3
11/27/2025 5:09:03.617000000 PM,3
11/27/2025 5:09:03.732000000 PM,3
11/27/2025 5:09:03.842000000 PM,3
11/27/2025 5:09:03.957000000 PM,3
11/27/2025 5:09:04.068000000 PM,3
11/27/2025 5:09:04.182000000 PM,3
11/27/2025 5:09:04.293000000 PM,3
11/27/2025 5:09:04.408000000 PM,4
11/27/2025 5:09:04.518000000 PM,3
11/27/2025 5:09:04.629000000 PM,2
11/27/2025 5:09:04.743000000 PM,3
11/27/2025 5:09:04.854000000 PM,2
11/27/2025 5:09:04.969000000 PM,4
11/27/2025 5:09:05.079000000 PM,4
11/27/2025 5:09:05.194000000 PM,3
11/27/2025 5:09:05.304000000 PM,3
11/27/2025 5:09:05.419000000 PM,3
11/27/2025 5:09:05.530000000 PM,2
11/27/2025 5:09:05.644000000 PM,3
11/27/2025 5:09:05.755000000 PM,2
11/27/2025 5:09:05.870000000 PM,3
11/27/2025 5:09:05.980000000 PM,3
11/27/2025 5:09:06.095000000 PM,3
11/27/2025 5:09:06.205000000 PM,3
