date,gz_vibration_g.mean_value
11/27/2025 4:49:58.830000000 PM,-0.1103515625
11/27/2025 4:49:58.872000000 PM,-0.1044921875
11/27/2025 4:49:58.915000000 PM,-0.119140625
11/27/2025 4:49:58.954000000 PM,-0.1181640625
11/27/2025 4:49:58.997000000 PM,-0.111328125
11/27/2025 4:49:59.037000000 PM,-0.109375
11/27/2025 4:49:59.079000000 PM,-0.10546875
11/27/2025 4:49:59.121000000 PM,-0.1123046875
11/27/2025 4:49:59.160000000 PM,-0.1162109375
11/27/2025 4:49:59.201000000 PM,-0.115234375
11/27/2025 4:49:59.244000000 PM,-0.109375
11/27/2025 4:49:59.282000000 PM,-0.1015625
11/27/2025 4:49:59.323000000 PM,-0.115234375
11/27/2025 4:49:59.362000000 PM,-0.1162109375
11/27/2025 4:49:59.403000000 PM,-0.1025390625
11/27/2025 4:49:59.447000000 PM,-0.125
11/27/2025 4:49:59.486000000 PM,-0.1025390625
11/27/2025 4:49:59.527000000 PM,-0.1064453125
11/27/2025 4:49:59.570000000 PM,-0.125
11/27/2025 4:49:59.609000000 PM,-0.1015625
11/27/2025 4:49:59.651000000 PM,-0.1044921875
11/27/2025 4:49:59.691000000 PM,-0.115234375
11/27/2025 4:49:59.733000000 PM,-0.109375
11/27/2025 4:49:59.781000000 PM,-0.1162109375
11/27/2025 4:49:59.820000000 PM,-0.1123046875
11/27/2025 4:49:59.862000000 PM,-0.1064453125
11/27/2025 4:49:59.907000000 PM,-0.11328125
11/27/2025 4:49:59.947000000 PM,-0.1123046875
11/27/2025 4:49:59.988000000 PM,-0.1064453125
11/27/2025 4:50:00.028000000 PM,-0.1103515625
11/27/2025 4:50:00.070000000 PM,-0.1083984375
11/27/2025 4:50:00.115000000 PM,-0.1123046875
11/27/2025 4:50:00.154000000 PM,-0.1123046875
11/27/2025 4:50:00.196000000 PM,-0.111328125
11/27/2025 4:50:00.238000000 PM,-0.111328125
11/27/2025 4:50:00.277000000 PM,-0.111328125
11/27/2025 4:50:00.318000000 PM,-0.111328125
11/27/2025 4:50:00.364000000 PM,-0.1142578125
11/27/2025 4:50:00.406000000 PM,-0.1103515625
11/27/2025 4:50:00.449000000 PM,-0.111328125
11/27/2025 4:50:00.488000000 PM,-0.10546875
11/27/2025 4:50:00.530000000 PM,-0.115234375
11/27/2025 4:50:00.572000000 PM,-0.1142578125
11/27/2025 4:50:00.612000000 PM,-0.1103515625
11/27/2025 4:50:00.654000000 PM,-0.1123046875
11/27/2025 4:50:00.695000000 PM,-0.1083984375
11/27/2025 4:50:00.738000000 PM,-0.1083984375
11/27/2025 4:50:00.780000000 PM,-0.115234375
11/27/2025 4:50:00.823000000 PM,-0.1083984375
11/27/2025 4:50:00.865000000 PM,-0.109375
